idade,genero,etnia,pcd,vive_no_brasil,estado_moradia,nivel_ensino,formacao,tempo_experiencia_dados,linguagens_preferidas,bancos_de_dados,cloud_preferida,cargo
24,Masculino,Parda,Não,TRUE,São Paulo (SP),Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Menos de 1 ano,Python,"Databricks, MySQL, Google BigQuery",Google Cloud (GCP),Analista de BI/BI Analyst
45,Masculino,Branca,Não,TRUE,Rio de Janeiro (RJ),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Mais de 10 anos,,,,
32,Masculino,Branca,Não,TRUE,Rio de Janeiro (RJ),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Menos de 1 ano,Python,"SAP HANA, Oracle, Google BigQuery",Google Cloud (GCP),Cientista de Dados/Data Scientist
24,Masculino,Branca,Não,TRUE,São Paulo (SP),Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Menos de 1 ano,Python,SQL SERVER,Azure (Microsoft),Analista de BI/BI Analyst
27,Masculino,Branca,Não,TRUE,São Paulo (SP),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 1 a 2 anos,Python,"Amazon Redshift, SQL SERVER, MySQL, MongoDB",Não sei opinar,Cientista de Dados/Data Scientist
36,Masculino,Branca,Não,TRUE,Rio de Janeiro (RJ),Doutorado ou Phd,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Mais de 10 anos,,,,
32,Masculino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Outras Engenharias,de 1 a 2 anos,SQL,"Amazon Athena, MongoDB, MySQL, Databricks",Amazon Web Services (AWS),Analista de BI/BI Analyst
38,Feminino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 1 a 2 anos,Python,SQL SERVER,Não sei opinar,Outra Opção
39,Feminino,Branca,Sim,FALSE,,Mestrado,Ciências Sociais,,,,,
27,Masculino,Prefiro não informar,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Menos de 1 ano,Python,SAP HANA,Não sei opinar,Analista de Dados/Data Analyst
26,Feminino,Branca,Não,TRUE,Minas Gerais (MG),Pós-graduação,Outras Engenharias,de 3 a 4 anos,Python,S3,Amazon Web Services (AWS),Analytics Engineer
35,Masculino,Branca,Não,TRUE,Paraná (PR),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 7 a 10 anos,Python,"Google Firestore, PostgreSQL, SQL SERVER, Google BigQuery, MySQL, Microsoft Access",Google Cloud (GCP),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
28,Masculino,Parda,Não,TRUE,Minas Gerais (MG),Graduação/Bacharelado,Outras Engenharias,de 3 a 4 anos,Python,"MySQL, Presto, Redis, DynamoDB, S3, Oracle, Amazon Athena, PostgreSQL, Amazon Redshift, Hive",Amazon Web Services (AWS),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
30,Masculino,Branca,Não,TRUE,Santa Catarina (SC),Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 3 a 4 anos,Python,"DB2, Hive",Amazon Web Services (AWS),Cientista de Dados/Data Scientist
37,Masculino,Parda,Não,TRUE,Paraná (PR),Pós-graduação,Outras Engenharias,de 7 a 10 anos,,,,
44,Masculino,Branca,Não,TRUE,Goiás (GO),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 1 a 2 anos,Python,Microsoft Access,Não sei opinar,Analista de BI/BI Analyst
29,Feminino,Parda,Não,TRUE,Minas Gerais (MG),Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,de 7 a 10 anos,R,"Google BigQuery, S3, MySQL, SQL SERVER, Amazon Athena, Amazon Redshift, Presto, PostgreSQL",Google Cloud (GCP),Analista de Dados/Data Analyst
30,Masculino,Branca,Não,TRUE,Distrito Federal (DF),Pós-graduação,Outras Engenharias,de 4 a 6 anos,Julia,"Splunk, S3, Databricks, DynamoDB, Datomic",Google Cloud (GCP),Analytics Engineer
36,Masculino,Branca,Não,TRUE,Alagoas (AL),Não tenho graduação formal,,,,,,
27,Masculino,Branca,Não,TRUE,Minas Gerais (MG),Mestrado,Ciências Sociais,,,,,
20,Masculino,Parda,Não,TRUE,Bahia (BA),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Menos de 1 ano,Python,"PostgreSQL, MySQL, Oracle, SQL SERVER",Amazon Web Services (AWS),Analista de Dados/Data Analyst
29,Masculino,Parda,Não,TRUE,Paraná (PR),Estudante de Graduação,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,de 1 a 2 anos,Python,"SQL SERVER, Databricks, MongoDB",Azure (Microsoft),Analista de Dados/Data Analyst
24,Masculino,Branca,Não,TRUE,Mato Grosso (MT),Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,de 1 a 2 anos,R,"PostgreSQL, S3",Amazon Web Services (AWS),Cientista de Dados/Data Scientist
25,Masculino,Amarela,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 3 a 4 anos,Python,Databricks,Não sei opinar,Analista de Dados/Data Analyst
41,Masculino,Parda,Não,TRUE,Minas Gerais (MG),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 7 a 10 anos,Python,SQL SERVER,Não sei opinar,Product Manager/ Product Owner (PM/APM/DPM/GPM/PO)
29,Masculino,Parda,Não,TRUE,Bahia (BA),Pós-graduação,Outras Engenharias,de 1 a 2 anos,Python,"Oracle, SAP HANA",Amazon Web Services (AWS),Outras Engenharias (não inclui dev)
28,Masculino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Outras Engenharias,de 4 a 6 anos,Python,"S3, Presto, Hive, Cassandra, SQL SERVER",Amazon Web Services (AWS),Cientista de Dados/Data Scientist
25,Masculino,Branca,Não,TRUE,Rio de Janeiro (RJ),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Menos de 1 ano,Python,MySQL,Amazon Web Services (AWS),Analista de Dados/Data Analyst
24,Masculino,Branca,Não,TRUE,Minas Gerais (MG),Pós-graduação,Outras Engenharias,de 1 a 2 anos,R,"S3, SQL SERVER",Azure (Microsoft),Product Manager/ Product Owner (PM/APM/DPM/GPM/PO)
28,Feminino,Branca,Não,TRUE,São Paulo (SP),Pós-graduação,Outras Engenharias,de 3 a 4 anos,Python,"Amazon Athena, MySQL, SQL SERVER, Amazon Aurora ou RDS, MongoDB, S3",Amazon Web Services (AWS),Cientista de Dados/Data Scientist
26,Feminino,Branca,Não,TRUE,Minas Gerais (MG),Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,de 1 a 2 anos,Python,"Oracle, PostgreSQL, S3",Amazon Web Services (AWS),Cientista de Dados/Data Scientist
32,Masculino,Branca,Não,TRUE,Paraná (PR),Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,de 7 a 10 anos,Python,"Amazon Aurora ou RDS, Amazon Athena, MongoDB, Microsoft Access, Amazon Redshift, SQL SERVER, SAP HANA, Oracle",Amazon Web Services (AWS),Analista de Dados/Data Analyst
41,Feminino,Branca,Não,TRUE,São Paulo (SP),Mestrado,Outras Engenharias,de 4 a 6 anos,,,,
33,Masculino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo,de 3 a 4 anos,Python,"Databricks, Firebase",Não sei opinar,Analista de Dados/Data Analyst
22,Masculino,Parda,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Outra opção,de 1 a 2 anos,Python,"PostgreSQL, Google BigQuery",Google Cloud (GCP),Analista de Negócios/Business Analyst
29,Masculino,Preta,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Menos de 1 ano,Python,"MySQL, Amazon Athena, Amazon Redshift, S3, PostgreSQL",Não sei opinar,Analista de Dados/Data Analyst
29,Masculino,Branca,Não,TRUE,São Paulo (SP),Mestrado,Outras Engenharias,de 4 a 6 anos,Python,"Databricks, Google BigQuery, PostgreSQL, MySQL, Hive, Splunk",Não sei opinar,Cientista de Dados/Data Scientist
29,Feminino,Parda,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 4 a 6 anos,Python,"Oracle, Amazon Athena, Neo4J, S3, Amazon Aurora ou RDS, Amazon Redshift, MongoDB, Elaticsearch",Google Cloud (GCP),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
23,Masculino,Branca,Não,TRUE,Rio Grande do Sul (RS),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Menos de 1 ano,Python,PostgreSQL,Amazon Web Services (AWS),Analista de Dados/Data Analyst
30,Feminino,Parda,Não,TRUE,São Paulo (SP),Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,de 1 a 2 anos,R,"SQL SERVER, PostgreSQL, Oracle, S3, Hive, MySQL",Azure (Microsoft),Cientista de Dados/Data Scientist
25,Masculino,Branca,Não,TRUE,Rio de Janeiro (RJ),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 4 a 6 anos,Python,"Google BigQuery, Amazon Redshift",Google Cloud (GCP),Cientista de Dados/Data Scientist
30,Masculino,Parda,Não,TRUE,Rio de Janeiro (RJ),Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Não tenho experiência na área de dados,Python,MySQL,Não sei opinar,Analista de BI/BI Analyst
28,Masculino,Branca,Não,TRUE,Santa Catarina (SC),Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,de 3 a 4 anos,Python,"Google BigQuery, MongoDB, S3",Amazon Web Services (AWS),Outra Opção
30,Feminino,Branca,Não,TRUE,São Paulo (SP),Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 3 a 4 anos,Python,"MySQL, Presto, Hive, S3",Azure (Microsoft),Outra Opção
28,Masculino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Outras Engenharias,de 3 a 4 anos,Python,"Amazon Redshift, S3",Google Cloud (GCP),Cientista de Dados/Data Scientist
31,Masculino,Branca,Não,TRUE,Minas Gerais (MG),Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 4 a 6 anos,,,,
25,Feminino,Branca,Não,TRUE,Rio de Janeiro (RJ),Não tenho graduação formal,,de 1 a 2 anos,,,,
26,Feminino,Branca,Não,TRUE,Paraná (PR),Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Menos de 1 ano,Python,SQL SERVER,Azure (Microsoft),Analista de Inteligência de Mercado/Market Intelligence
29,Masculino,Branca,Não,TRUE,São Paulo (SP),Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,de 3 a 4 anos,Python,"SQL SERVER, S3, Google BigQuery, MongoDB, Cassandra",Amazon Web Services (AWS),Cientista de Dados/Data Scientist
21,Masculino,Branca,Não,TRUE,Minas Gerais (MG),Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,de 3 a 4 anos,Python,MySQL,Amazon Web Services (AWS),Analista de Dados/Data Analyst
26,Masculino,Preta,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,de 1 a 2 anos,R,"Google BigQuery, Hive",Google Cloud (GCP),Analista de Dados/Data Analyst
34,Feminino,Parda,Não,TRUE,São Paulo (SP),Mestrado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,de 3 a 4 anos,,,,
43,Masculino,Branca,Não,TRUE,Minas Gerais (MG),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Não tenho experiência na área de dados,R,Oracle,Amazon Web Services (AWS),DBA/Administrador de Banco de Dados
29,Feminino,Amarela,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Outras Engenharias,,,,,
26,Feminino,Parda,Não,TRUE,Goiás (GO),Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,de 3 a 4 anos,Python,"Oracle, SQLite, Elaticsearch, PostgreSQL",Não sei opinar,Analista de BI/BI Analyst
32,Feminino,Branca,Não,TRUE,Sergipe (SE),Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,de 1 a 2 anos,Python,"Google BigQuery, Amazon Redshift",Google Cloud (GCP),Analista de Dados/Data Analyst
29,Masculino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 7 a 10 anos,Python,"Amazon Athena, Presto, Google Firestore, PostgreSQL, MySQL, Hive, S3, Amazon Redshift",Amazon Web Services (AWS),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
26,Masculino,Branca,Não,TRUE,São Paulo (SP),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 1 a 2 anos,Python,"SQL SERVER, Hive",Amazon Web Services (AWS),Analista de Dados/Data Analyst
31,Masculino,Branca,Não,TRUE,Rio Grande do Sul (RS),Estudante de Graduação,Outra opção,de 1 a 2 anos,Python,"SAP HANA, SQL SERVER, PostgreSQL",Não sei opinar,Analista de BI/BI Analyst
24,Feminino,Parda,Não,TRUE,Rio de Janeiro (RJ),Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,de 3 a 4 anos,R,Google BigQuery,Google Cloud (GCP),Cientista de Dados/Data Scientist
47,Masculino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Mais de 10 anos,Python,"SQL SERVER, PostgreSQL, MySQL, Oracle",Azure (Microsoft),Analista de Dados/Data Analyst
34,Masculino,Branca,Não,TRUE,Bahia (BA),Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,de 1 a 2 anos,,,,
28,Masculino,Branca,Não,TRUE,São Paulo (SP),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 7 a 10 anos,Python,"Databricks, MongoDB, Elaticsearch",Amazon Web Services (AWS),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
33,Masculino,Branca,Não,TRUE,Minas Gerais (MG),Doutorado ou Phd,Economia/ Administração / Contabilidade / Finanças/ Negócios,,,,,
29,Feminino,Branca,Não,TRUE,São Paulo (SP),Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,de 3 a 4 anos,,,,
54,Masculino,Branca,Não,TRUE,São Paulo (SP),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 3 a 4 anos,,,,
38,Masculino,Branca,Não,TRUE,São Paulo (SP),Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,de 3 a 4 anos,Python,"PostgreSQL, Amazon Redshift, DynamoDB, Amazon Athena, Amazon Aurora ou RDS",Amazon Web Services (AWS),Product Manager/ Product Owner (PM/APM/DPM/GPM/PO)
30,Masculino,Amarela,Não,TRUE,São Paulo (SP),Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,de 7 a 10 anos,,,,
27,Masculino,Branca,Não,TRUE,São Paulo (SP),Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 3 a 4 anos,,,,
30,Masculino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Outras Engenharias,de 3 a 4 anos,Python,"MongoDB, DynamoDB, S3, Amazon Aurora ou RDS, PostgreSQL, Hive, SQL SERVER, Amazon Redshift, HBase, Elaticsearch, SQLite, MySQL, Amazon Athena, Google BigQuery, Databricks",Amazon Web Services (AWS),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
27,Masculino,Branca,Não,TRUE,Santa Catarina (SC),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 1 a 2 anos,Python,MySQL,Azure (Microsoft),Analista de Dados/Data Analyst
41,Masculino,Branca,Não,TRUE,Bahia (BA),Mestrado,Outras Engenharias,de 4 a 6 anos,,,,
31,Masculino,Parda,Não,TRUE,Rio de Janeiro (RJ),Graduação/Bacharelado,Outras Engenharias,de 3 a 4 anos,Python,"Amazon Athena, MongoDB, S3, Amazon Redshift, Google BigQuery",Google Cloud (GCP),Cientista de Dados/Data Scientist
40,Masculino,Parda,Não,TRUE,Minas Gerais (MG),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Mais de 10 anos,,,,
38,Feminino,Amarela,Não,TRUE,São Paulo (SP),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 4 a 6 anos,Python,"SQL SERVER, Databricks",Não sei opinar,Analista de Negócios/Business Analyst
,Feminino,Branca,Não,TRUE,Distrito Federal (DF),Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Mais de 10 anos,Python,"Oracle, DB2",Google Cloud (GCP),Analista de Dados/Data Analyst
21,Masculino,Parda,Não,TRUE,Pernambuco (PE),Estudante de Graduação,Outra opção,,,,,
22,Masculino,Preta,Não,TRUE,São Paulo (SP),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 3 a 4 anos,Scala,"Databricks, Google BigQuery, S3",Amazon Web Services (AWS),Engenheiro de Machine Learning/ML Engineer
31,Masculino,Branca,Não,TRUE,Goiás (GO),Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,,,
26,Masculino,Branca,Não,TRUE,Paraná (PR),Graduação/Bacharelado,Outras Engenharias,de 3 a 4 anos,Python,"S3, MongoDB, MySQL, PostgreSQL, Databricks",Amazon Web Services (AWS),Analista de Dados/Data Analyst
34,Masculino,Branca,Não,TRUE,Rio Grande do Sul (RS),Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,de 7 a 10 anos,R,"Databricks, Amazon Athena, Oracle",Google Cloud (GCP),Cientista de Dados/Data Scientist
40,Masculino,Parda,Não,TRUE,Espírito Santo (ES),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 3 a 4 anos,Python,"SQL SERVER, MongoDB",Azure (Microsoft),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
30,Masculino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 3 a 4 anos,Python,"SQL SERVER, Oracle, MongoDB, PostgreSQL, Amazon Redshift, Google BigQuery, MySQL, Databricks",Azure (Microsoft),Analista de BI/BI Analyst
28,Feminino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 1 a 2 anos,Python,Oracle,Amazon Web Services (AWS),Analista de Dados/Data Analyst
30,Masculino,Parda,Não,TRUE,Minas Gerais (MG),Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,de 3 a 4 anos,,,,
30,Masculino,Branca,Não,TRUE,Piauí (PI),Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,de 1 a 2 anos,Python,Oracle,Google Cloud (GCP),Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas
25,Masculino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Outras Engenharias,Menos de 1 ano,,,,
23,Masculino,Parda,Não,TRUE,Pará (PA),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Menos de 1 ano,,,,
27,Masculino,Branca,Não,TRUE,Piauí (PI),Pós-graduação,Outras Engenharias,Menos de 1 ano,Python,"MariaDB, MySQL",Google Cloud (GCP),Analista de BI/BI Analyst
33,Masculino,Branca,Não,TRUE,São Paulo (SP),Graduação/Bacharelado,Outras Engenharias,,,,,
25,Feminino,Branca,Não,TRUE,Minas Gerais (MG),Graduação/Bacharelado,Outras Engenharias,de 3 a 4 anos,Python,"Amazon Redshift, MySQL",Amazon Web Services (AWS),Analista de Dados/Data Analyst
22,Masculino,Branca,Não,TRUE,Minas Gerais (MG),Estudante de Graduação,Outra opção,Menos de 1 ano,Python,"Snowflake, Databricks, S3",Amazon Web Services (AWS),Cientista de Dados/Data Scientist
